construction_year,BerRating
1960,389.72
1960,551.63
1960,441.82
1960,411.39
1960,196
1960,210.67
1960,619.15
1960,448.53
1960,565.52
1960,249.09
1960,183.49
1960,416.12
1960,442.79
1960,364.47
1960,227.59
1960,218.1
1960,248.33
1960,213.04
1960,254.13
1960,431.82
1960,303.57
1960,125.9
1960,366.17
1960,298.8
1960,341.9
1960,383.51
1960,261.82
1960,388.66
1960,260.67
1960,449.52
1960,252.94
1960,340.98
1960,111.91
1960,534.04
1960,341.02
1960,211.08
1960,112.17
1960,278.76
1960,268.53
1960,313.63
1960,899.02
1960,154.82
1960,267.51
1960,306.27
1960,298.66
1960,376.54
1960,299.46
1960,115.86
1960,229.59
1960,432.86
1960,164.92
1960,239.07
1960,142.54
1960,190.37
1960,327.4
1960,545.15
1960,361.57
1960,137.46
1960,104.84
1960,235.21
1960,1007.55
1960,48.04
1960,410.65
1960,388.1
1960,109.07
1960,340.86
1960,357.88
1960,456.42
1960,186.16
1960,144.84
1960,257.96
1960,69.62
1960,356.96
1960,324.85
1960,185.52
1960,322.96
1960,190.99
1960,178.67
1960,386.25
1960,440.59
1960,284.03
1960,335.79
1960,157.96
1960,89.4
1960,243.69
1960,787
1960,224.64
1960,211.83
1960,39.77
1960,114.19
1960,300.12
1960,307.79
1960,358.64
1960,215.33
1960,298.31
1960,416.45
1960,275.39
1960,170.27
1960,149.97
1960,204.17
1960,249.45
1960,258.96
1960,306.7
1960,197.38
1960,329.34
1960,458.54
1960,446.14
1960,577.71
1960,153.13
1960,513.66
1960,64.27
1960,146.34
1960,149.68
1960,230.24
1960,371.52
1960,356.92
1960,297.11
1960,487.54
1960,310.64
1960,397
1960,419.3
1960,133.84
1960,329.75
1960,257.64
1960,418
1960,325.5
1960,163.62
1960,360.99
1960,357.46
1960,153.31
1960,241.46
1960,224.04
1960,480.34
1960,113.72
1960,425.7
1960,268.72
1960,417.45
1960,1014.06
1960,417.89
1961,164.8
1961,113.04
1961,219.2
1961,385.54
1961,299.61
1961,263.95
1961,143.26
1961,220.64
1961,135.81
1961,329.61
1961,237.6
1961,198.17
1961,198.24
1961,330.46
1961,273.45
1961,346
1961,189.9
1961,144.5
1961,207.72
1961,396.91
1961,278.43
1961,196.16
1961,785.21
1961,211.36
1961,246.53
1961,123.46
1961,504.2
1961,328.89
1961,411.38
1961,387.94
1961,383.16
1961,1032.44
1961,249.56
1961,364.74
1961,141.56
1961,163.32
1961,306.72
1961,742.19
1961,111.53
1961,243
1961,290.04
1961,197.14
1961,237.64
1961,355.44
1961,234.28
1961,332.54
1961,123.33
1961,240.18
1961,191.2
1961,493.16
1961,51.63
1961,406.92
1961,351.22
1961,326.88
1961,268.77
1961,505.94
1961,239.23
1961,238.8
1961,67.19
1961,192.05
1961,294.47
1961,286.87
1961,138.19
1961,527.62
1961,373.68
1961,356.09
1961,344.8
1961,259.51
1961,356.81
1961,316.35
1961,375.69
1961,250.55
1961,193.21
1961,368.45
1961,362.54
1961,312.65
1961,479.13
1961,248.24
1961,194.86
1961,237.34
1961,245.34
1961,183.14
1961,174.49
1961,167.59
1961,119.07
1961,233.45
1961,147.83
1961,201.15
1961,123.05
1961,311.68
1961,320.74
1961,112.52
1961,272.71
1961,182.53
1961,241.89
1961,146.14
1961,123.68
1961,211.3
1961,294.12
1961,261.96
1961,272.39
1961,207.95
1961,351.62
1961,207.02
1961,368.29
1961,268.15
1961,302.53
1961,145.22
1961,133.08
1961,253.81
1961,363.32
1961,245.57
1961,146.49
1961,279.96
1961,273.84
1961,16.27
1961,119.07
1961,404.01
1961,209.15
1961,641.88
1961,258.66
1961,390.44
1961,361.88
1961,174.4
1961,283.15
1962,410.2
1962,180.2
1962,246.47
1962,190.54
1962,212.05
1962,32.96
1962,584.09
1962,298.9
1962,182.22
1962,250.04
1962,52.81
1962,217.09
1962,243.58
1962,243.85
1962,288.58
1962,248.12
1962,256.43
1962,245.29
1962,224.28
1962,342.05
1962,276.23
1962,211.61
1962,141.45
1962,444.45
1962,233.06
1962,318.76
1962,249.76
1962,135.52
1962,1089.78
1962,213.02
1962,260.43
1962,378.53
1962,153.49
1962,729.93
1962,267.15
1962,220.62
1962,131.9
1962,57.6
1962,475.18
1962,409.8
1962,235.84
1962,115.09
1962,58.19
1962,237.31
1962,347.11
1962,90.5
1962,244.53
1962,623.13
1962,517.46
1962,555.33
1962,37.78
1962,176.39
1962,146.49
1962,280.87
1962,575.07
1962,213.91
1962,118.15
1962,469.02
1962,143.91
1962,325.38
1962,442.34
1962,160.8
1962,244.42
1962,173.14
1962,246.86
1962,224.75
1962,131.51
1962,220.8
1962,114.05
1962,285.77
1962,515.23
1962,254.64
1962,663.47
1962,475.76
1962,299.68
1962,246.6
1962,406.72
1962,449.91
1962,349.11
1962,197.17
1962,226.87
1962,352.42
1962,167.97
1962,341.62
1962,185.1
1962,282.44
1962,199.29
1962,419
1962,217.96
1962,219.23
1962,295.98
1962,337.5
1962,360.83
1962,225.54
1962,204.52
1962,318.98
1962,197.08
1962,251.59
1962,87.3
1962,551.52
1962,194.2
1962,359.38
1962,46.47
1962,309.88
1962,179.24
1962,214.75
1962,45.11
1962,473.66
1962,219.6
1962,380.92
1962,336.43
1962,277.72
1962,256.62
1962,261.85
1962,109.61
1962,188.94
1962,224.8
1962,505.04
1962,399.62
1962,142.03
1962,296.76
1962,191.73
1962,202.65
1962,282.11
1962,487.11
1962,184.66
1962,138.56
1962,376.92
1962,287.62
1962,293.68
1962,57.05
1962,175.37
1962,605.31
1962,220.3
1962,159.44
1962,429.88
1962,162.25
1962,330.09
1962,345.25
1962,157.46
1962,224.46
1962,572.15
1962,106.08
1962,289.52
1962,189.16
1962,130.86
1962,299.37
1962,263.38
1962,244.69
1962,281.49
1962,215.23
1962,140.7
1962,184.38
1962,638.07
1962,184.22
1962,262.87
1962,303.42
1962,162.52
1962,138.92
1962,198.46
1962,400.09
1962,320.17
1962,190.48
1962,208.05
1962,293.72
1962,67.2
1962,182.54
1962,187.39
1962,116.79
1962,378.29
1962,230.42
1962,119.02
1962,169.75
1962,299.36
1962,208.05
1962,142.14
1962,272.58
1962,335.65
1962,433.51
1962,316.22
1962,353.45
1962,190.85
1962,290.37
1962,176.69
1962,883.66
1962,212.65
1962,183.61
1962,421.77
1962,365.71
1962,369.68
1962,268.57
1962,150.14
1962,144.62
1962,174.16
1962,73.96
1962,279.83
1962,392.66
1962,162.58
1962,293.91
1962,492.09
1962,237.58
1962,296.43
1962,157.78
1962,222.67
1962,231.11
1962,186.03
1962,395.27
1962,70.14
1962,209.19
1962,164.27
1962,347.06
1962,296.92
1962,618.21
1962,168.3
1962,128.6
1962,228.42
1962,488.25
1962,231.82
1962,238.85
1962,193.68
1962,247.58
1962,226.77
1962,202.17
1962,223.57
1962,679.27
1962,267.89
1962,714.02
1962,188.96
1962,299.68
1962,75.33
1962,224.9
1962,154.56
1962,228.99
1962,400.92
1962,545.61
1962,257.6
1962,367.48
1963,172.38
1963,238.59
1963,500.43
1963,157.07
1963,337.4
1963,215.29
1963,366.94
1963,554.03
1963,1203.21
1963,146.94
1963,486.74
1963,483.3
1963,194.49
1963,377.1
1963,361.51
1963,850.54
1963,287.4
1963,253.36
1963,292.6
1963,539.36
1963,221.62
1963,294.99
1963,159.59
1963,292.6
1963,208.8
1963,216.03
1963,303.41
1963,256.68
1963,167.06
1963,311.08
1963,270.32
1963,279.97
1963,220.82
1963,568.19
1963,284.94
1963,270.95
1963,232.13
1963,307.55
1963,444.55
1963,7.15
1963,257.98
1963,218.08
1963,257.24
1963,573.54
1963,210.19
1963,293.03
1963,223.49
1963,352.77
1963,184.67
1963,51.8
1963,288.35
1963,263.48
1963,268.86
1963,260.84
1963,435.91
1963,244.59
1963,292.34
1963,107.22
1963,249.16
1963,242.12
1963,370.26
1963,580.78
1963,179.57
1963,239.41
1963,300.32
1963,233.57
1963,315.12
1963,149.9
1963,247.27
1963,989.19
1963,205.98
1963,451
1963,162.74
1963,237.36
1963,197.67
1963,461.09
1963,121.07
1963,274.1
1963,39.59
1963,294.22
1963,265.65
1963,464.19
1963,343.84
1963,147.33
1963,413.92
1963,373.7
1963,398.42
1963,545.69
1963,371.85
1963,402.51
1963,523.9
1963,166.34
1963,268.25
1963,264.86
1963,170.98
1963,1.41
1963,152.81
1963,282.49
1963,113.23
1963,421.3
1963,176.37
1963,114.35
1963,192.45
1963,205.93
1963,371.93
1963,168.64
1963,373.71
1963,379.04
1963,351.95
1963,469.53
1963,661.3
1963,179.18
1963,186.63
1963,72.68
1963,498.13
1963,350.46
1963,310.84
1963,647.67
1963,389.56
1963,126.63
1963,244.86
1963,353.17
1963,184.72
1963,297.54
1963,220.48
1963,359.04
1963,221.9
1963,231.03
1963,430.05
1963,216.16
1963,217.15
1963,165.93
1963,327.28
1963,186.47
1963,326.25
1963,334.55
1963,169.35
1963,294.09
1963,403.86
1963,294
1963,508.99
1963,237.62
1963,154.46
1963,117
1963,506.67
1963,121.18
1963,473.96
1963,299.21
1963,217.79
1963,244.15
1963,364.27
1963,519.89
1963,394.03
1963,179.15
1963,511.26
1963,126.63
1963,196.78
1963,242.12
1963,425.67
1963,185.17
1963,173.61
1963,330.85
1963,230.46
1963,161.93
1963,314.9
1963,358.62
1963,392.24
1963,370.18
1963,311.23
1963,140.06
1963,263.19
1963,173.3
1963,297.33
1963,419.11
1963,224.76
1963,260.74
1963,256.33
1963,492.75
1963,272.85
1963,258.92
1963,174.18
1963,251.37
1963,168.02
1963,257.93
1963,537.54
1963,208.18
1963,185.68
1963,195.15
1963,282.28
1963,238.97
1963,424.45
1963,185.48
1963,165.82
1963,212.69
1963,434.56
1963,341
1963,407.61
1963,320.35
1963,142.25
1963,797.01
1963,313.59
1963,311.91
1963,909.44
1963,483.19
1963,279.66
1963,263.91
1963,358.56
1963,180.64
1963,371.52
1963,292.62
1963,255.6
1963,276.23
1963,254.85
1963,210.59
1963,40.79
1963,317.83
1963,268.94
1963,-23.7
1963,255.32
1963,295.74
1963,265.3
1963,291.39
1963,196.51
1963,110
1963,248.69
1963,454.53
1963,154.15
1963,147.81
1963,379.52
1963,185.76
1963,228.07
1963,359.25
1963,183.59
1963,338.56
1963,120.53
1963,548.07
1963,275.63
1963,92.15
1963,293.64
1963,86.22
1963,264.18
1963,448.09
1963,180.56
1963,601.84
1964,422.17
1964,461.45
1964,475.77
1964,280.78
1964,210.31
1964,168.35
1964,314.04
1964,351.89
1964,143.79
1964,331.49
1964,213.53
1964,265.51
1964,228.16
1964,92.97
1964,183.12
1964,145.6
1964,361.74
1964,214.31
1964,230.24
1964,420.39
1964,242.78
1964,322.03
1964,149.37
1964,197.07
1964,204.89
1964,234.2
1964,262.79
1964,240.06
1964,311.54
1964,325.79
1964,147.77
1964,130.64
1964,365.86
1964,197.59
1964,238.63
1964,134.31
1964,252.81
1964,357.98
1964,189.91
1964,384.76
1964,638.56
1964,456.62
1964,139.12
1964,263.42
1964,268.58
1964,265.99
1964,232.08
1964,638.83
1964,231.71
1964,653.97
1964,265.35
1964,140.68
1964,234.75
1964,187.42
1964,184.58
1964,209.04
1964,145.89
1964,264.65
1964,259.64
1964,263.44
1964,382.29
1964,137.36
1964,164.49
1964,416.83
1964,149.62
1964,208.89
1964,174.08
1964,260.49
1964,216.39
1964,214.94
1964,423.38
1964,282
1964,215.1
1964,376.11
1964,183.36
1964,119.58
1964,55.45
1964,175.81
1964,112.18
1964,329.44
1964,286.21
1964,210.15
1964,329.28
1964,281.35
1964,240.82
1964,17.79
1964,239.23
1964,412.9
1964,586.06
1964,674.79
1964,213.32
1964,221.56
1964,264.67
1964,372.95
1964,525.77
1964,211.56
1964,159.2
1964,329.67
1964,362.17
1964,135.04
1964,223.4
1964,143.16
1964,102.66
1964,180.42
1964,210.01
1964,495.57
1964,373.76
1964,273.4
1964,96.28
1964,251.92
1964,356.19
1964,1027.74
1964,303.86
1964,37.87
1964,78.64
1964,249.6
1964,291.67
1964,129.32
1964,201.94
1964,327.93
1964,52.87
1964,269.67
1964,268.22
1964,231.6
1964,314.64
1964,292.27
1964,353.73
1964,201.08
1964,299.45
1964,265.29
1964,196.87
1964,152.35
1964,782.75
1964,106.18
1964,279.84
1964,613.16
1964,201.07
1964,271.27
1964,305.64
1964,256.89
1964,444.1
1964,299.83
1964,289.29
1964,620.96
1964,507.31
1964,197.81
1964,239.8
1964,251.5
1964,123.44
1964,321.77
1964,404.96
1964,253.77
1964,343.16
1964,154.34
1964,345.41
1964,298.97
1964,485.14
1964,288.8
1964,239.05
1964,291.67
1964,188.49
1964,470.01
1964,288.05
1964,331.02
1964,176.55
1964,287.11
1964,234.17
1964,190.86
1964,240.77
1964,215.75
1964,269.46
1964,537.76
1964,232.65
1964,292.01
1964,350.81
1964,425.78
1964,348.59
1964,217.23
1964,458.28
1964,272.66
1964,228.56
1964,446.7
1964,448.89
1964,289.23
1964,212.79
1964,264.82
1964,118.4
1964,424.9
1964,146.35
1964,467.92
1964,244.39
1964,313.34
1964,269.01
1964,791.69
1964,244.64
1964,359.36
1964,413.22
1964,254.66
1964,204.46
1964,350.46
1964,312.94
1964,333.66
1964,327.32
1964,168.26
1964,351
1964,273.59
1964,143.41
1964,266.69
1964,135.81
1964,266.73
1964,345.81
1964,337.06
1964,430.73
1964,287.06
1964,322.28
1964,349.54
1964,332.74
1964,307.42
1964,180.41
1964,74.24
1964,312.49
1964,405.51
1964,236.84
1964,45.46
1964,159.89
1964,320.43
1964,288.26
1965,237.95
1965,311.34
1965,306.07
1965,146.62
1965,313.63
1965,-22.6
1965,281.98
1965,136.87
1965,138.87
1965,88.96
1965,318.99
1965,304.3
1965,265.44
1965,299.76
1965,161.19
1965,71.02
1965,153.68
1965,164.08
1965,152.99
1965,357.47
1965,335.99
1965,149.93
1965,152.79
1965,213.67
1965,261.63
1965,212.69
1965,203.93
1965,291.47
1965,512.01
1965,114.55
1965,193.39
1965,422.99
1965,273.46
1965,224.91
1965,332.66
1965,233.19
1965,235.57
1965,327.63
1965,614.74
1965,540.28
1965,212.66
1965,345.04
1965,219.48
1965,408.52
1965,42.8
1965,194.87
1965,177.79
1965,239.68
1965,267.94
1965,206.99
1965,233.07
1965,53.91
1965,268.26
1965,406
1965,70.75
1965,650.71
1965,128.38
1965,104.41
1965,619.22
1965,455.39
1965,294.31
1965,171.03
1965,418.98
1965,98.75
1965,584.61
1965,295.99
1965,235.24
1965,220.72
1965,431.87
1965,368.16
1965,266.91
1965,215.19
1965,288.89
1965,59.14
1965,435.47
1965,135.57
1965,53.34
1965,217.54
1965,762.31
1965,148.48
1965,217.34
1965,304.94
1965,208.49
1965,518.89
1965,53.12
1965,284.86
1965,543.28
1965,109.99
1965,104.65
1965,361.56
1965,339.44
1965,216.25
1965,318.06
1965,474.64
1965,243.46
1965,223.1
1965,351.12
1965,185.66
1965,265.2
1965,248.21
1965,357.78
1965,213.39
1965,273.48
1965,482.22
1965,339.72
1965,170.76
1965,342.27
1965,56.44
1965,300.42
1965,150.07
1965,225.17
1965,397.57
1965,189.13
1965,44.25
1965,244.99
1965,132.78
1965,326.92
1965,174.41
1965,397.69
1965,346.02
1965,254.39
1965,210.22
1965,258.25
1965,551.96
1965,449.9
1965,307.86
1965,339.58
1965,58.81
1965,256.12
1965,294.12
1965,1458.89
1965,273.46
1965,241.19
1965,221.33
1965,352.97
1965,249.57
1965,295.78
1965,363.04
1965,133.6
1965,278.76
1965,872.65
1965,213.76
1965,229.66
1965,165.93
1965,196.86
1965,341.8
1965,288.4
1965,356.69
1965,440.9
1965,303.56
1965,242.91
1965,701.88
1965,334.58
1965,234.09
1965,241.88
1965,235.65
1965,197.41
1965,322.22
1965,216.44
1965,352.99
1965,51.14
1965,108.4
1965,-1.23
1965,461.32
1965,293.37
1965,203.08
1965,490.58
1965,403.49
1965,287.46
1965,326.62
1965,299.75
1965,231.82
1965,295.01
1965,240.15
1965,348.11
1965,372.48
1965,156.67
1965,340.27
1965,108.32
1965,261.67
1965,151.49
1965,170.58
1965,277.79
1965,407.31
1965,466.47
1965,209.09
1965,255.77
1965,133.25
1965,261.35
1965,80.98
1965,234.18
1965,85.3
1965,251.19
1965,916.46
1965,157.92
1965,152.04
1965,523.62
1965,158.53
1965,289.94
1965,446.69
1965,361.6
1965,302.44
1965,177.32
1965,145.97
1965,396.97
1965,244.79
1965,166.85
1965,434.07
1965,328.14
1965,73.79
1965,539.89
1965,176.74
1965,258.05
1965,433.68
1965,406.64
1965,326.92
1965,255.18
1965,321.67
1965,279.36
1965,73.9
1965,424.45
1965,151.07
1965,248.75
1965,550.91
1965,207.19
1965,218.98
1965,283.61
1965,129.16
1965,59.01
1965,306.97
1965,356.58
1965,167.25
1965,184.41
1965,215.41
1965,84.82
1965,122.05
1965,280.58
1965,369.79
1965,411.4
1965,244.24
1965,283.54
1965,296.5
1965,296.25
1965,257.82
1965,231.26
1965,196.96
1965,66.38
1965,112.58
1965,414.43
1965,331.59
1965,71.37
1965,228.73
1965,124.9
1965,244.57
1965,215.9
1965,301.74
1965,287.34
1965,205.75
1965,173.25
1965,60.4
1965,349.67
1965,269.14
1965,290.92
1965,331.27
1965,354.35
1965,281.65
1965,329.58
1965,249.97
1965,382.36
1965,369.99
1965,385.12
1965,61.36
1965,-27.07
1965,273.09
1965,298.63
1965,119.1
1965,223.14
1965,170.4
1965,149.15
1965,282.07
1965,220.17
1965,319.28
1965,253.2
1965,144.4
1965,270.52
1965,242.67
1965,231
1965,568.5
1965,279.91
1965,160.21
1965,341.96
1965,426.38
1965,52.03
1965,95.68
1965,339.24
1965,356.08
1965,31.27
1965,315.88
1965,187.96
1965,246.97
1965,432.76
1965,234.77
1965,246.54
1965,145.02
1965,232.57
1965,135.21
1965,196.57
1965,67.11
1965,260.72
1965,296.57
1965,746.71
1965,239.1
1965,108.67
1965,569.92
1965,326.93
1965,170.38
1965,468.54
1965,298.7
1965,287.56
1965,295.76
1965,166.21
1965,202.46
1965,258.89
1965,547.26
1965,174.12
1965,825.64
1965,182.79
1965,256.94
1965,293.47
1965,598.13
1965,371.96
1965,147.21
1965,206.87
1965,334.38
1965,225.28
1965,814.35
1965,257.75
1965,142.02
1965,314.33
1965,243.71
1965,417.19
1965,242.39
1965,968.27
1965,201.69
1965,145.01
1965,279.79
1965,262.8
1965,142.11
1965,405.53
1965,249.82
1965,542.71
1965,246.61
1965,289.97
1965,180.63
1965,187.83
1965,291.37
1965,375.67
1965,56.45
1965,153.9
1965,390.19
1965,151.48
1965,275.36
1965,374.21
1965,259.87
1965,251.41
1965,208.14
1965,310.19
1965,160.28
1965,144.87
1965,170.99
1965,47.63
1965,324.89
1965,95.53
1965,379.33
1965,138.28
1965,329.76
1965,306.68
1965,107.67
1965,320
1965,205.31
1965,214.46
1965,333.57
1965,154.43
1965,273.9
1965,185.09
1965,187.56
1965,177.58
1965,127.13
1965,214.3
1965,174.87
1965,254.06
1965,305.64
1965,155.35
1965,221.94
1965,224.79
1965,90.79
1965,431.85
1965,251.46
1965,69.52
1965,90.92
1965,314.87
1965,262.64
1965,169.04
1965,306.54
1965,217.53
1965,202.62
1965,330.46
1965,237.55
1965,194.74
1965,204
1965,439.33
1965,256.22
1965,528.07
1965,340.02
1965,233.91
1965,103.27
1965,449.85
1965,502.53
1965,491.67
1965,306.19
1965,534.57
1965,400.94
1965,283.76
1965,163.36
1965,427.01
1965,423.6
1965,487.37
1965,489.78
1965,287.45
1965,121.11
1965,328.37
1965,304.7
1965,47.08
1965,664.56
1965,370.74
1965,308.19
1965,224.73
1965,448.38
1965,260.35
1965,124.44
1965,294.08
1965,163.42
1965,340.48
1965,200.32
1965,207.05
1965,151.93
1965,239.16
1965,122.54
1965,130.74
1965,347.62
1965,54.42
1965,265.61
1965,433.76
1965,205.36
1965,198.07
1965,188.03
1965,235.31
1965,467.92
1965,206.58
1965,213.57
1965,446.79
1965,1354.44
1965,242.87
1965,270.21
1965,197.15
1965,248.61
1965,280.28
1965,179.9
1965,193.85
1965,490.81
1965,334.97
1965,256.92
1965,277.83
1965,51.21
1965,295.83
1965,155.4
1965,315.76
1965,321.59
1965,144.85
1965,121.63
1965,313.22
1965,221.28
1965,127.99
1965,301.02
1965,436.73
1965,247.52
1965,297.62
1965,68.49
1965,195.97
1965,208.58
1965,381.47
1965,281.58
1965,119.82
1965,279.91
1965,40.96
1965,184.46
1965,339.68
1965,297.15
1965,363.21
1965,385.87
1965,224.75
1965,141.58
1965,267.12
1965,392.69
1965,339.81
1965,203
1965,300.53
1965,196.34
1965,48.15
1965,560.73
1965,607.69
1965,141.71
1965,285.11
1965,164.37
1965,185.9
1965,953.44
1965,119.6
1965,269.28
1965,117.62
1965,-18.26
1965,593.48
1965,169.74
1965,410.78
1965,290.92
1965,107.95
1965,341.5
1965,274.94
1965,211.02
1965,257.14
1965,447.62
1965,560.4
1965,176.83
1965,562.84
1965,180.88
1965,239.47
1965,236.35
1965,241.59
1965,72.12
1965,428.39
1965,241.19
1965,522.77
1965,331.73
1965,374.07
1965,192.22
1965,411.51
1965,306.74
1965,54.17
1965,160.71
1965,181.34
1965,186.02
1965,289.66
1965,124.76
1965,48.61
1965,396.25
1965,216.27
1965,232.48
1965,275.35
1965,145.21
1965,511.65
1965,162.37
1965,270.29
1965,397.06
1965,141.26
1965,313.94
1965,213.48
1965,233.96
1965,361.16
1965,517.31
1965,199.5
1965,388.79
1965,158.82
1965,218.93
1965,225.19
1965,209.48
1965,590.04
1965,276.63
1965,148.87
1965,184.8
1965,354.13
1965,42.85
1965,349.01
1965,66.54
1965,417.84
1965,204.32
1965,348.17
1965,367.5
1965,353.4
1965,99.81
1965,283.54
1965,268.09
1965,283.02
1965,40.88
1965,275.04
1965,255.36
1966,118.11
1966,338.93
1966,200.49
1966,197.42
1966,238.3
1966,385.47
1966,299.05
1966,273.45
1966,325.14
1966,321.44
1966,481.04
1966,239.18
1966,224.99
1966,182.27
1966,144.14
1966,249.8
1966,188.72
1966,461.23
1966,391.51
1966,230.64
1966,361.68
1966,217.64
1966,50.93
1966,208.93
1966,285.12
1966,186.84
1966,271.33
1966,235.16
1966,149.63
1966,285.17
1966,333.03
1966,281.83
1966,68.84
1966,316.54
1966,329.06
1966,255.02
1966,336.2
1966,292.79
1966,382.83
1966,285.22
1966,389.71
1966,258.03
1966,267.8
1966,279.31
1966,330.75
1966,237.89
1966,239.07
1966,216.5
1966,181.63
1966,373.38
1966,276.41
1966,292.31
1966,416.4
1966,417.04
1966,63.82
1966,156.48
1966,218.09
1966,196.19
1966,324.56
1966,244.5
1966,376.89
1966,145.45
1966,872.91
1966,517.28
1966,1211.11
1966,155.43
1966,227.13
1966,90.73
1966,337.14
1966,173.23
1966,154.93
1966,234.3
1966,421.7
1966,220.45
1966,185.34
1966,224.08
1966,244.65
1966,288.99
1966,458.63
1966,201.77
1966,270.15
1966,330.92
1966,184.05
1966,140.79
1966,750.92
1966,353.39
1966,454.47
1966,179.83
1966,334.72
1966,149.64
1966,378.19
1966,156.71
1966,430.16
1966,190.76
1966,501
1966,142.95
1966,288.55
1966,242.41
1966,443.2
1966,224.8
1966,343.06
1966,186.41
1966,465.99
1966,307.11
1966,93.84
1966,304.15
1966,80.22
1966,339.13
1966,234.79
1966,252.84
1966,446.83
1966,282.92
1966,289.99
1966,217.85
1966,59.02
1966,273.96
1966,351.77
1966,575.15
1966,233.33
1966,349.79
1966,346.31
1966,219
1966,421.11
1966,258.23
1966,444.17
1966,179.5
1966,156.38
1966,341.76
1966,95.46
1966,341.17
1966,343.36
1966,430.4
1966,253.35
1966,222.65
1966,207.09
1966,253.57
1966,230.09
1966,283.16
1966,191.21
1966,274.08
1966,627.13
1966,288.45
1966,269.25
1966,226.99
1966,227.9
1966,338.45
1966,575.13
1966,212.15
1966,146.33
1966,350.05
1966,53.79
1966,224.46
1966,207.97
1966,250.92
1966,262.88
1966,344.71
1966,3.07
1966,221.16
1966,138.66
1966,129.49
1966,357.06
1966,196.49
1966,282.4
1966,168.93
1966,220.25
1966,130.15
1966,294.72
1966,200.54
1966,265.42
1966,116.39
1966,250.36
1966,216.99
1966,167.94
1966,156.85
1966,429.45
1966,288.31
1966,316.16
1966,349.32
1966,213.51
1966,92.54
1966,186.94
1966,437.68
1966,123.66
1966,276.23
1966,83.7
1966,342.24
1966,198.79
1966,231.14
1966,353.57
1966,352.5
1966,353.23
1966,23.53
1966,51.99
1966,194.69
1966,251.61
1966,338.4
1966,276.98
1966,225.89
1966,386.06
1966,195.56
1966,542.8
1966,329.13
1966,534.2
1966,512.2
1966,269.92
1966,296.22
1966,338.6
1966,244.34
1966,190.29
1966,181.1
1966,241.29
1966,118.27
1966,256.76
1966,293.76
1966,216.4
1966,365.55
1966,230.52
1966,364.39
1966,1209.94
1966,174.16
1966,276.18
1966,64.29
1966,374.73
1966,242.75
1966,381.77
1966,213.89
1966,392.9
1966,746.38
1966,294.23
1966,281.95
1966,177.79
1966,780.14
1966,443.25
1966,387.36
1966,259.53
1966,361.44
1966,395.9
1966,136.36
1966,242.71
1966,319.3
1966,217.12
1966,158.85
1966,299.34
1966,341.24
1966,237.49
1966,350.67
1966,197.33
1966,407.05
1966,327.27
1966,342.27
1966,233.26
1966,240.86
1966,234.56
1966,258.27
1966,405.15
1966,403.61
1966,470.69
1966,1060.7
1966,196.34
1966,299.21
1966,396.07
1966,217.92
1966,419.22
1966,278.87
1966,206.84
1966,205.36
1966,187.72
1966,259.96
1966,358.19
1966,339.08
1966,235.76
1966,211.71
1966,287.99
1966,221.41
1966,315.69
1966,376.6
1966,148.83
1966,286.22
1966,192.93
1966,537.73
1966,227.6
1966,414.44
1967,320.78
1967,394.92
1967,329.7
1967,167.34
1967,160.11
1967,284.17
1967,254.18
1967,264.01
1967,279.47
1967,379.92
1967,330.4
1967,91.21
1967,287.27
1967,287.65
1967,231.05
1967,269.87
1967,314.52
1967,199.97
1967,137.48
1967,186.43
1967,257.21
1967,187.58
1967,264.11
1967,252.26
1967,218.6
1967,279.06
1967,407.48
1967,433.43
1967,411.36
1967,237.77
1967,332.47
1967,297.07
1967,307.71
1967,270.64
1967,362.57
1967,98.26
1967,372.21
1967,392.02
1967,239.63
1967,293.93
1967,269.69
1967,383.69
1967,224
1967,317.28
1967,295.24
1967,494.09
1967,429.96
1967,345.47
1967,275.01
1967,247.03
1967,249.89
1967,566.79
1967,254.78
1967,257.69
1967,226.09
1967,227.67
1967,295.26
1967,261.27
1967,867.01
1967,286.15
1967,220.11
1967,346.32
1967,200.06
1967,159.17
1967,640
1967,240.67
1967,357.26
1967,417.01
1967,96.22
1967,332.54
1967,333.81
1967,272.06
1967,193.11
1967,222.59
1967,104.82
1967,248.75
1967,233.41
1967,190.02
1967,280.57
1967,268.95
1967,317.48
1967,306.9
1967,332.99
1967,340.47
1967,47.14
1967,189.26
1967,406.38
1967,65.87
1967,46.32
1967,370.55
1967,279.71
1967,259.62
1967,375.53
1967,468.54
1967,464.69
1967,274.68
1967,440.41
1967,222.12
1967,306.64
1967,265.51
1967,136.15
1967,146.79
1967,287.61
1967,149.09
1967,239.36
1967,260.27
1967,284.41
1967,392.29
1967,290.38
1967,192.24
1967,224.83
1967,387.74
1967,250.33
1967,629.01
1967,136.75
1967,492.61
1967,294.45
1967,279.5
1967,307.31
1967,283.96
1967,681.7
1967,567.03
1967,237.04
1967,168.35
1967,569.34
1967,145.66
1967,224.15
1967,194.46
1967,437.94
1967,285.26
1967,376.34
1967,211.69
1967,283.87
1967,259.15
1967,210.98
1967,330.04
1967,331.02
1967,388.1
1967,294.48
1967,195.33
1967,186.94
1967,221.16
1967,202.05
1967,402.08
1967,264.79
1967,152.8
1967,48.11
1967,207.48
1967,151.45
1967,157.29
1967,243.09
1967,285.63
1967,184.82
1967,309.24
